Fold,Set,ringnr
1,train,8L19728
1,train,8L19729
1,train,8L19813
1,train,8L19825
1,train,8L19830
1,train,8L19835
1,train,8L19839
1,train,8L19858
1,train,8L19860
1,train,8L19862
1,train,8L19877
1,train,8L19900
1,train,8L19914
1,train,8L19917
1,train,8L19919
1,train,8L19920
1,train,8L19921
1,train,8L19928
1,train,8L19931
1,train,8L19932
1,train,8L19934
1,train,8L19936
1,train,8L19937
1,train,8L19946
1,train,8L19958
1,train,8L19960
1,train,8L19961
1,train,8L19969
1,train,8L19974
1,train,8L19977
1,train,8L19979
1,train,8L19986
1,train,8L19987
1,train,8L19991
1,train,8L19992
1,train,8L19995
1,train,8L19998
1,train,8L26528
1,train,8L26538
1,train,8L26578
1,train,8L26579
1,train,8L26581
1,train,8L26582
1,train,8L26586
1,train,8L26587
1,train,8L26591
1,train,8L26595
1,train,8L26596
1,train,8L30001
1,train,8L30212
1,train,8L30249
1,train,8L30298
1,train,8L30300
1,train,8L30340
1,train,8L30363
1,train,8L30372
1,train,8L30388
1,train,8L30396
1,train,8L30444
1,train,8L30445
1,train,8L30451
1,train,8L30499
1,train,8L30500
1,train,8L30591
1,train,8L30596
1,train,8L30597
1,train,8L30598
1,train,8L30599
1,train,8L30761
1,train,8L30779
1,train,8L30780
1,train,8L30781
1,train,8L30782
1,train,8L30783
1,train,8L30784
1,train,8L30807
1,train,8L30819
1,train,8L30829
1,train,8L30848
1,train,8L30876
1,train,8L30882
1,train,8L30898
1,train,8L30917
1,train,8L30920
1,train,8L30922
1,train,8L30947
1,train,8L30963
1,train,8L48310
1,train,8L48311
1,train,8L48312
1,train,8L48313
1,train,8L48314
1,train,8L48315
1,train,8L48318
1,train,8L48320
1,train,8L48323
1,train,8L48334
1,train,8L48336
1,train,8L48344
1,train,8L48365
1,train,8L48418
1,train,8L48435
1,train,8L48440
1,train,8L48443
1,train,8L48446
1,train,8L48448
1,train,8L48450
1,train,8L48451
1,train,8L48452
1,train,8L48454
1,train,8L48455
1,train,8L48457
1,train,8L48461
1,train,8L48463
1,train,8L48467
1,train,8L48473
1,train,8L48474
1,train,8L48476
1,train,8L48478
1,train,8L48479
1,train,8L48480
1,train,8L48501
1,train,8L48555
1,train,8L48565
1,train,8L48598
1,train,8L48602
1,train,8L48607
1,train,8L48608
1,train,8L48609
1,train,8L48610
1,train,8L48611
1,train,8L48651
1,train,8L48691
1,train,8L48692
1,train,8L48695
1,train,8L49909
1,train,8L49910
1,train,8L49930
1,train,8L49934
1,train,8L49938
1,train,8L49957
1,train,8L49963
1,train,8L49974
1,train,8L49991
1,train,8L52202
1,train,8L52209
1,train,8L52210
1,train,8L52211
1,train,8L52212
1,train,8L52224
1,train,8L52231
1,train,8L52241
1,train,8L52249
1,train,8L52284
1,train,8L52303
1,train,8L52305
1,train,8L52308
1,train,8L52310
1,train,8L52401
1,train,8L52404
1,train,8L52415
1,train,8L52418
1,train,8L52419
1,train,8L52420
1,train,8L52426
1,train,8L52428
1,train,8L52504
1,train,8L52527
1,train,8L52533
1,train,8L52534
1,train,8L52535
1,train,8L52551
1,train,8L52552
1,train,8L52555
1,train,8L52574
1,train,8L52596
1,train,8L52597
1,train,8L52598
1,train,8L52619
1,train,8L52623
1,train,8L52624
1,train,8L52909
1,train,8L52913
1,train,8L52920
1,train,8L52922
1,train,8L52931
1,train,8L52934
1,train,8L52943
1,train,8L52950
1,train,8L52954
1,train,8L52956
1,train,8L52963
1,train,8L52965
1,train,8L52967
1,train,8L52973
1,train,8L52974
1,train,8L52978
1,train,8L57701
1,train,8L57757
1,train,8L57758
1,train,8L57789
1,train,8L57814
1,train,8L57859
1,train,8L57876
1,train,8L57880
1,train,8L57882
1,train,8L57906
1,train,8L57916
1,train,8L57918
1,train,8L57927
1,train,8L64134
1,train,8L64148
1,train,8L64157
1,train,8L64169
1,train,8L64175
1,train,8L64176
1,train,8L64202
1,train,8L64206
1,train,8L64210
1,train,8L64212
1,train,8L64215
1,train,8L64256
1,train,8L64265
1,train,8L64266
1,train,8L64271
1,train,8L64280
1,train,8L64286
1,train,8L64288
1,train,8L64291
1,train,8L64372
1,train,8L64373
1,train,8L64397
1,train,8L64398
1,train,8L64399
1,train,8L64812
1,train,8L64813
1,train,8L64824
1,train,8L64825
1,train,8L64838
1,train,8L64840
1,train,8L64856
1,train,8L64858
1,train,8L64901
1,train,8L64902
1,train,8L64903
1,train,8L64916
1,train,8L64922
1,train,8L64923
1,train,8L64933
1,train,8L64970
1,train,8L64996
1,train,8L88307
1,train,8L89202
1,train,8L89230
1,train,8L89244
1,train,8L89245
1,train,8L89256
1,train,8L89259
1,train,8L89265
1,train,8L89266
1,train,8L89268
1,train,8L89269
1,train,8L89273
1,train,8L89274
1,train,8L89276
1,train,8L89282
1,train,8L89296
1,train,8L89298
1,train,8L89299
1,train,8L89326
1,train,8L89334
1,train,8L89335
1,train,8L89337
1,train,8L89352
1,train,8L89354
1,train,8L89358
1,train,8L89363
1,train,8L89365
1,train,8L89372
1,train,8L89376
1,train,8L89377
1,train,8L89379
1,train,8L89386
1,train,8L89387
1,train,8L89388
1,train,8L89389
1,train,8L89394
1,train,8L89395
1,train,8L89399
1,train,8L89412
1,train,8L89423
1,train,8L89430
1,train,8L89432
1,train,8L89434
1,train,8L89441
1,train,8L89457
1,train,8L89460
1,train,8L89466
1,train,8L89467
1,train,8L89470
1,train,8L89471
1,train,8L89502
1,train,8L89507
1,train,8L89508
1,train,8L89509
1,train,8L89516
1,train,8L89517
1,train,8L89518
1,train,8L89525
1,train,8L89526
1,train,8L89537
1,train,8L89538
1,train,8L89539
1,train,8L89613
1,train,8L89614
1,train,8L89626
1,train,8L89634
1,train,8L89637
1,train,8L89639
1,train,8L89640
1,train,8L89641
1,train,8L89642
1,train,8L89644
1,train,8L89645
1,train,8L89646
1,train,8L89650
1,train,8L89652
1,train,8L89654
1,train,8L89655
1,train,8L89663
1,train,8L89664
1,train,8L89665
1,train,8L89682
1,train,8L89689
1,train,8L89691
1,train,8L89692
1,train,8L89704
1,train,8L89709
1,train,8L89713
1,train,8L89718
1,train,8L89720
1,train,8L89722
1,train,8L89723
1,train,8L89724
1,train,8L89728
1,train,8L89731
1,train,8L89734
1,train,8L89739
1,train,8L89741
1,train,8L89742
1,train,8L89748
1,train,8L89751
1,train,8L89753
1,train,8L89754
1,train,8L89793
1,train,8L89804
1,train,8L89808
1,train,8L89836
1,train,8L89845
1,train,8L89847
1,train,8L89894
1,train,8L89896
1,train,8L89988
1,train,8L89994
1,train,8L89995
1,train,8L89998
1,train,8M31035
1,train,8M31041
1,train,8M31084
1,train,8M31112
1,train,8M31126
1,train,8M31164
1,train,8M31165
1,train,8M31197
1,train,8M31206
1,train,8M31262
1,train,8M31278
1,train,8M31281
1,train,8M31282
1,train,8M31288
1,train,8M31290
1,train,8M31291
1,train,8M31293
1,train,8M31294
1,train,8M31297
1,train,8M31304
1,train,8M31305
1,train,8M31317
1,train,8M31327
1,train,8M31331
1,train,8M31334
1,train,8M31338
1,train,8M31342
1,train,8M31344
1,train,8M31352
1,train,8M31356
1,train,8M31360
1,train,8M31365
1,train,8M31370
1,train,8M31372
1,train,8M31374
1,train,8M31382
1,train,8M31398
1,train,8M31420
1,train,8M31426
1,train,8M31445
1,train,8M31452
1,train,8M31468
1,train,8M31476
1,train,8M31480
1,train,8M31483
1,train,8M31484
1,train,8M31485
1,train,8M31508
1,train,8M31522
1,train,8M31526
1,train,8M31541
1,train,8M31542
1,train,8M31543
1,train,8M31544
1,train,8M31546
1,train,8M31547
1,train,8M31548
1,train,8M31550
1,train,8M31551
1,train,8M31552
1,train,8M31554
1,train,8M31562
1,train,8M31581
1,train,8M31583
1,train,8M31591
1,train,8M31602
1,train,8M31605
1,train,8M31622
1,train,8M31625
1,train,8M31627
1,train,8M31632
1,train,8M31634
1,train,8M31637
1,train,8M31641
1,train,8M31704
1,train,8M31706
1,train,8M31713
1,train,8M31716
1,train,8M31717
1,train,8M31739
1,train,8M31747
1,train,8M31756
1,train,8M31758
1,train,8M31839
1,train,8M31863
1,train,8M31865
1,train,8M31869
1,train,8M31872
1,train,8M31873
1,train,8M31874
1,train,8M31875
1,train,8M31922
1,train,8M31923
1,train,8M31926
1,train,8M31927
1,train,8M31928
1,train,8M31935
1,train,8M31936
1,train,8M31937
1,train,8M31939
1,train,8M31940
1,train,8M31941
1,train,8M31945
1,train,8M31954
1,train,8M31968
1,train,8M31969
1,train,8M31970
1,train,8M31973
1,train,8M31995
1,train,8M31997
1,train,8M71060
1,train,8M71061
1,train,8M71074
1,train,8M71077
1,train,8M71084
1,train,8M71085
1,train,8M71086
1,train,8M71089
1,train,8M71092
1,train,8M71097
1,train,8M71098
1,train,8M71100
1,train,8M71201
1,train,8M71205
1,train,8M71206
1,train,8M71208
1,train,8M71210
1,train,8M71220
1,train,8M71227
1,train,8M71231
1,train,8M71238
1,train,8M71247
1,train,8M71250
1,train,8M71253
1,train,8M71254
1,train,8M71256
1,train,8M71258
1,train,8M71268
1,train,8M71269
1,train,8M71277
1,train,8M71281
1,train,8M71283
1,train,8M71289
1,train,8M71290
1,train,8M71292
1,train,8M71294
1,train,8M71295
1,train,8M71296
1,train,8M71298
1,train,8M71299
1,train,8M71301
1,train,8M71302
1,train,8M71303
1,train,8M71304
1,train,8M71306
1,train,8M71307
1,train,8M71310
1,train,8M71313
1,train,8M71314
1,train,8M71321
1,train,8M71407
1,train,8M71501
1,train,8M71502
1,train,8M71503
1,train,8M71504
1,train,8M71505
1,train,8M71506
1,train,8M71507
1,train,8M71512
1,train,8M71513
1,train,8M71520
1,train,8M71521
1,train,8M71530
1,train,8M71531
1,train,8M71532
1,train,8M71552
1,train,8M71585
1,train,8M71587
1,train,8M71596
1,train,8M71672
1,train,8M71674
1,train,8M71700
1,train,8M71735
1,train,8M71765
1,train,8M71811
1,train,8M71819
1,train,8M71823
1,train,8M71831
1,train,8M71835
1,train,8M71864
1,train,8M71866
1,train,8M71872
1,train,8M71873
1,train,8M71881
1,train,8M72001
1,train,8M72009
1,train,8M72013
1,train,8M72014
1,train,8M72017
1,train,8M72018
1,train,8M72019
1,train,8M72021
1,train,8M72036
1,train,8M72087
1,train,8M72112
1,train,8M72136
1,train,8M72168
1,train,8M72224
1,train,8M72243
1,train,8M72245
1,train,8M72259
1,train,8M72272
1,train,8M72292
1,train,8M72323
1,train,8M72326
1,train,8M72327
1,train,8M72602
1,train,8M72606
1,train,8M72609
1,train,8M72610
1,train,8M72611
1,train,8M72618
1,train,8M72621
1,train,8M72633
1,train,8M72638
1,train,8M72644
1,train,8M72646
1,train,8M72648
1,train,8M72649
1,train,8M72653
1,train,8M72654
1,train,8M72656
1,train,8M72659
1,train,8M72664
1,train,8M72666
1,train,8M72673
1,train,8M72675
1,train,8M72678
1,train,8M72679
1,train,8M72707
1,train,8M72708
1,train,8M72722
1,train,8M72736
1,train,8M72737
1,train,8M72739
1,train,8M72749
1,train,8M72752
1,train,8M72764
1,train,8M72766
1,train,8M72786
1,train,8M72792
1,train,8M72805
1,train,8M72806
1,train,8M72811
1,train,8M72818
1,train,8M72832
1,train,8M72848
1,train,8M72859
1,train,8M72863
1,train,8M72864
1,train,8M72878
1,train,8M72879
1,train,8M72881
1,train,8M72882
1,train,8M72884
1,train,8M72887
1,train,8M72891
1,train,8M72892
1,train,8M72893
1,train,8M72897
1,train,8M72908
1,train,8M72909
1,train,8M72913
1,train,8M72914
1,train,8M72916
1,train,8M72924
1,train,8M72928
1,train,8M72929
1,train,8M72931
1,train,8M72933
1,train,8M72934
1,train,8M72935
1,train,8M72951
1,train,8M72955
1,train,8M72956
1,train,8M72957
1,train,8M72960
1,train,8M72961
1,train,8M72969
1,train,8M72972
1,train,8M72987
1,train,8M72990
1,train,8M72996
1,train,8N05003
1,train,8N05004
1,train,8N05006
1,train,8N05008
1,train,8N05009
1,train,8N05012
1,train,8N05030
1,train,8N05032
1,train,8N05057
1,train,8N05063
1,train,8N05083
1,train,8N05087
1,train,8N05402
1,train,8N05418
1,train,8N05423
1,train,8N05437
1,train,8N05438
1,train,8N05442
1,train,8N05444
1,train,8N05445
1,train,8N05446
1,train,8N05447
1,train,8N05457
1,train,8N05460
1,train,8N05462
1,train,8N05464
1,train,8N05472
1,train,8N05494
1,train,8N05526
1,train,8N05531
1,train,8N05532
1,train,8N05533
1,train,8N05534
1,train,8N05567
1,train,8N05572
1,train,8N05574
1,train,8N05576
1,train,8N05701
1,train,8N05702
1,train,8N05703
1,train,8N05704
1,train,8N05705
1,train,8N05706
1,train,8N05707
1,train,8N05708
1,train,8N05709
1,train,8N05710
1,train,8N05712
1,train,8N05713
1,train,8N05714
1,train,8N05715
1,train,8N05716
1,train,8N05717
1,train,8N05724
1,train,8N05747
1,train,8N05748
1,train,8N05749
1,train,8N05750
1,train,8N05795
1,train,8N05796
1,train,8N05797
1,train,8N05798
1,train,8N05810
1,train,8N05825
1,train,8N05827
1,train,8N05831
1,train,8N05840
1,train,8N05841
1,train,8N05846
1,train,8N05851
1,train,8N05905
1,train,8N05907
1,train,8N05933
1,train,8N05939
1,train,8N05946
1,train,8N06011
1,train,8N06020
1,train,8N06028
1,train,8N06037
1,train,8N06186
1,train,8N06285
1,train,8N06290
1,train,8N06292
1,train,8N06293
1,train,8N06311
1,train,8N06340
1,train,8N06347
1,train,8N06359
1,train,8N06360
1,train,8N06367
1,train,8N06371
1,train,8N06387
1,train,8N06394
1,train,8N06395
1,train,8N06398
1,train,8N06508
1,train,8N06510
1,train,8N06517
1,train,8N06519
1,train,8N06527
1,train,8N06528
1,train,8N06532
1,train,8N06554
1,train,8N06559
1,train,8N06560
1,train,8N06563
1,train,8N06570
1,train,8N06580
1,train,8N06727
1,train,8N06736
1,train,8N06740
1,train,8N06749
1,train,8N06776
1,train,8N06782
1,train,8N06783
1,train,8N06786
1,train,8N06787
1,train,8N06800
1,train,8N06808
1,train,8N06813
1,train,8N06916
1,train,8N06917
1,train,8N06920
1,train,8N06922
1,train,8N06928
1,train,8N06930
1,train,8N06931
1,train,8N06941
1,train,8N06942
1,train,8N06944
1,train,8N06976
1,train,8N06979
1,train,8N06989
1,train,8N06999
1,train,8N72040
1,train,8N72043
1,train,8N72045
1,train,8N72206
1,train,8N72208
1,train,8N72257
1,train,8N72333
1,train,8N72348
1,train,8N72351
1,train,8N72353
1,train,8N72354
1,train,8N72359
1,train,8N72368
1,train,8N72369
1,train,8N72376
1,train,8N72389
1,train,8N72391
1,train,8N72438
1,train,8N72448
1,train,8N72483
1,train,8N72487
1,train,8N72488
1,train,8N72490
1,train,8N72496
1,train,8N72499
