Fold,Set,ringnr
1,train,8887324
1,train,8887335
1,train,8887341
1,train,8887342
1,train,8887344
1,train,8887345
1,train,8887346
1,train,8887352
1,train,8887356
1,train,8887358
1,train,8887364
1,train,8887368
1,train,8887373
1,train,8887379
1,train,8887385
1,train,8887396
1,train,8887399
1,train,8887406
1,train,8887408
1,train,8887411
1,train,8887414
1,train,8887416
1,train,8887421
1,train,8887422
1,train,8887429
1,train,8887439
1,train,8887440
1,train,8887445
1,train,8887448
1,train,8887449
1,train,8887451
1,train,8887462
1,train,8887472
1,train,8887475
1,train,8887481
1,train,8887488
1,train,8887490
1,train,8887494
1,train,8887495
1,train,8887496
1,train,8904640
1,train,8904643
1,train,8904661
1,train,8904676
1,train,8917801
1,train,8917812
1,train,8917814
1,train,8917830
1,train,8917840
1,train,8917841
1,train,8917923
1,train,8917927
1,train,8917929
1,train,8917940
1,train,8917941
1,train,8917944
1,train,8917945
1,train,8917946
1,train,8917953
1,train,8917961
1,train,8917962
1,train,8917965
1,train,8917968
1,train,8934027
1,train,8934028
1,train,8934042
1,train,8934058
1,train,8934059
1,train,8934062
1,train,8934064
1,train,8934066
1,train,8934069
1,train,8934071
1,train,8934072
1,train,8934077
1,train,8934090
1,train,8934095
1,train,8934215
1,train,8934217
1,train,8934219
1,train,8934224
1,train,8934227
1,train,8934228
1,train,8934231
1,train,8934236
1,train,8934241
1,train,8934266
1,train,8934267
1,train,8934271
1,train,8934272
1,train,8934273
1,train,8934274
1,train,8934276
1,train,8934278
1,train,8934283
1,train,8934284
1,train,8934285
1,train,8934287
1,train,8934301
1,train,8934304
1,train,8934311
1,train,8934313
1,train,8934329
1,train,8934333
1,train,8934338
1,train,8934339
1,train,8934343
1,train,8934354
1,train,8934355
1,train,8934364
1,train,8934368
1,train,8934369
1,train,8934373
1,train,8934374
1,train,8934375
1,train,8934376
1,train,8934380
1,train,8934401
1,train,8934402
1,train,8934403
1,train,8934404
1,train,8934405
1,train,8934406
1,train,8934413
1,train,8934414
1,train,8934426
1,train,8934451
1,train,8934458
1,train,8934459
1,train,8934460
1,train,8934472
1,train,8934474
1,train,8934475
1,train,8934484
1,train,8934497
1,train,8934499
1,train,8934514
1,train,8934525
1,train,8934526
1,train,8934527
1,train,8934529
1,train,8934531
1,train,8934532
1,train,8934547
1,train,8934577
1,train,8934596
1,train,8934600
1,train,8934801
1,train,8934805
1,train,8934808
1,train,8934811
1,train,8934820
1,train,8934854
1,train,8934855
1,train,8934858
1,train,8934860
1,train,8934875
1,train,8934880
1,train,8934883
1,train,8934887
1,train,8934888
1,train,8934889
1,train,8934893
1,train,8934895
1,train,8934899
1,train,8939024
1,train,8939029
1,train,8939031
1,train,8939034
1,train,8939037
1,train,8939052
1,train,8939067
1,train,8939070
1,train,8939076
1,train,8939086
1,train,8939093
1,train,8939095
1,train,8939097
1,train,8939106
1,train,8939118
1,train,8939119
1,train,8939121
1,train,8939122
1,train,8939124
1,train,8939125
1,train,8939139
1,train,8939150
1,train,8939151
1,train,8939157
1,train,8939158
1,train,8939163
1,train,8939164
1,train,8939175
1,train,8939180
1,train,8939184
1,train,8939195
1,train,8939196
1,train,8939197
1,train,8939199
1,train,8939339
1,train,8939340
1,train,8939341
1,train,8939342
1,train,8939352
1,train,8939353
1,train,8939359
1,train,8939360
1,train,8939364
1,train,8939366
1,train,8939368
1,train,8939369
1,train,8939370
1,train,8939371
1,train,8939372
1,train,8939373
1,train,8939374
1,train,8939376
1,train,8939377
1,train,8939379
1,train,8939381
1,train,8939391
1,train,8939392
1,train,8939419
1,train,8939431
1,train,8939442
1,train,8939451
1,train,8939460
1,train,8939475
1,train,8939491
1,train,8939492
1,train,8939519
1,train,8939521
1,train,8939533
1,train,8939535
1,train,8939538
1,train,8939539
1,train,8939542
1,train,8939544
1,train,8939551
1,train,8939561
1,train,8939562
1,train,8939574
1,train,8939578
1,train,8939582
1,train,8939584
1,train,8939595
1,train,8939602
1,train,8939603
1,train,8939605
1,train,8939608
1,train,8939611
1,train,8939615
1,train,8939617
1,train,8939619
1,train,8939629
1,train,8939630
1,train,8939704
1,train,8939705
1,train,8939733
1,train,8939736
1,train,8939737
1,train,8939746
1,train,8939747
1,train,8939749
1,train,8939750
1,train,8939759
1,train,8939762
1,train,8939763
1,train,8939764
1,train,8939768
1,train,8939819
1,train,8939824
1,train,8939836
1,train,8939858
1,train,8939860
1,train,8939874
1,train,8939890
1,train,8939897
1,train,8939898
1,train,8939899
1,train,8943009
1,train,8943012
1,train,8943013
1,train,8943014
1,train,8943023
1,train,8943025
1,train,8943039
1,train,8943043
1,train,8943064
1,train,8943066
1,train,8943067
1,train,8943080
1,train,8943082
1,train,8943083
1,train,8943103
1,train,8943105
1,train,8943106
1,train,8943109
1,train,8943110
1,train,8943113
1,train,8943121
1,train,8943129
1,train,8943135
1,train,8943141
1,train,8943142
1,train,8943143
1,train,8943144
1,train,8943159
1,train,8943164
1,train,8943168
1,train,8943429
1,train,8943458
1,train,8943459
1,train,8943469
1,train,8943470
1,train,8943473
1,train,8943474
1,train,8943475
1,train,8943484
1,train,8943487
1,train,8943488
1,train,8943489
1,train,8943496
1,train,8943578
1,train,8943597
1,train,8943735
1,train,8943743
1,train,8943752
1,train,8943761
1,train,8943766
1,train,8943801
1,train,8943802
1,train,8943803
1,train,8943805
1,train,8943829
1,train,8943836
1,train,8943837
1,train,8943880
1,train,8943882
1,train,8943892
1,train,8943897
1,train,8981002
1,train,8981005
1,train,8981007
1,train,8981009
1,train,8981012
1,train,8981018
1,train,8981020
1,train,8981021
1,train,8981024
1,train,8981025
1,train,8981026
1,train,8981029
1,train,8981030
1,train,8981031
1,train,8981033
1,train,8981036
1,train,8981038
1,train,8981243
1,train,8981248
1,train,8981253
1,train,8981264
1,train,8981266
1,train,8981267
1,train,8981268
1,train,8981270
1,train,8981272
1,train,8981273
1,train,8981274
1,train,8981276
1,train,8981277
1,train,8981278
1,train,8981279
1,train,8981280
1,train,8981281
1,train,8981284
1,train,8981289
1,train,8981290
1,train,8981293
1,train,8981296
1,train,8981310
1,train,8981318
1,train,8981325
1,train,8981536
1,train,8981538
1,train,8981545
1,train,8981582
1,train,8981601
1,train,8981602
1,train,8981604
1,train,8981605
1,train,8981606
1,train,8981607
1,train,8981608
1,train,8981609
1,train,8981657
1,train,8981701
1,train,8981702
1,train,8981703
1,train,8981704
1,train,8981707
1,train,8981708
1,train,8981714
1,train,8981715
1,train,8981720
1,train,8981722
1,train,8981723
1,train,8981725
1,train,8981733
1,train,8981734
1,train,8981741
1,train,8981742
1,train,8981773
1,train,8981774
1,train,8981792
1,train,8981801
1,train,8981803
1,train,8981804
1,train,8981806
1,train,8981820
1,train,8981823
1,train,8981824
1,train,8981825
1,train,8981826
1,train,8981828
1,train,8981831
1,train,8981850
1,train,8981857
1,train,8981858
1,train,8981860
1,train,8981861
1,train,8981873
1,train,8981891
1,train,8981919
1,train,8981920
1,train,8981923
1,train,8981928
1,train,8981929
1,train,8981944
1,train,8981945
1,train,8981955
1,train,8981962
1,train,8981972
1,train,8L19505
1,train,8L19506
1,train,8L19540
1,train,8L19549
1,train,8L19556
1,train,8L19559
1,train,8L19568
1,train,8L19569
1,train,8L19578
1,train,8L19595
1,train,8L19610
1,train,8L19624
1,train,8L19633
1,train,8L19656
1,train,8L19663
1,train,8L19666
1,train,8L19688
1,train,8L19693
1,train,8L19722
1,train,8L19728
1,train,8L19729
1,train,8L19813
1,train,8L19830
1,train,8L19835
1,train,8L19856
1,train,8L19858
1,train,8L19860
1,train,8L19862
1,train,8L19877
1,train,8L19899
1,train,8L19912
1,train,8L19917
1,train,8L19919
1,train,8L19920
1,train,8L19921
1,train,8L19922
1,train,8L19926
1,train,8L19928
1,train,8L19930
1,train,8L19931
1,train,8L19932
1,train,8L19934
1,train,8L19936
1,train,8L19937
1,train,8L19944
1,train,8L19951
1,train,8L19952
1,train,8L19953
1,train,8L19958
1,train,8L19960
1,train,8L19961
1,train,8L19969
1,train,8L19974
1,train,8L19977
1,train,8L19979
1,train,8L19986
1,train,8L19987
1,train,8L19988
1,train,8L19995
1,train,8L19998
1,train,8L26526
1,train,8L26528
1,train,8L26538
1,train,8L26579
1,train,8L26581
1,train,8L26586
1,train,8L26587
1,train,8L26591
1,train,8L26595
1,train,8L26596
1,train,8L26597
1,train,8L30001
1,train,8L30212
1,train,8L30260
1,train,8L30286
1,train,8L30289
1,train,8L30298
1,train,8L30300
1,train,8L30320
1,train,8L30340
1,train,8L30352
1,train,8L30354
1,train,8L30355
1,train,8L30363
1,train,8L30372
1,train,8L30388
1,train,8L30396
1,train,8L30416
1,train,8L30418
1,train,8L30432
1,train,8L30444
1,train,8L30445
1,train,8L30446
1,train,8L30449
1,train,8L30451
1,train,8L30500
1,train,8L30591
1,train,8L30596
1,train,8L30597
1,train,8L30598
1,train,8L30599
1,train,8L30761
1,train,8L30779
1,train,8L30780
1,train,8L30782
1,train,8L30783
1,train,8L30784
1,train,8L30807
1,train,8L30809
1,train,8L30813
1,train,8L30819
1,train,8L30832
1,train,8L30847
1,train,8L30848
1,train,8L30851
1,train,8L30890
1,train,8L30898
1,train,8L30917
1,train,8L30920
1,train,8L30922
1,train,8L30947
1,train,8L30963
1,train,8L30972
1,train,8L30984
1,train,8L48304
1,train,8L48310
1,train,8L48311
1,train,8L48312
1,train,8L48314
1,train,8L48315
1,train,8L48319
1,train,8L48320
1,train,8L48323
1,train,8L48334
1,train,8L48336
1,train,8L48344
1,train,8L48365
1,train,8L48399
1,train,8L48415
1,train,8L48418
1,train,8L48421
1,train,8L48435
1,train,8L48438
1,train,8L48440
1,train,8L48443
1,train,8L48446
1,train,8L48448
1,train,8L48450
1,train,8L48451
1,train,8L48452
1,train,8L48454
1,train,8L48455
1,train,8L48457
1,train,8L48459
1,train,8L48461
1,train,8L48463
1,train,8L48467
1,train,8L48473
1,train,8L48474
1,train,8L48476
1,train,8L48478
1,train,8L48479
1,train,8L48480
1,train,8L48501
1,train,8L48555
1,train,8L48565
1,train,8L48566
1,train,8L48567
1,train,8L48568
1,train,8L48574
1,train,8L48592
1,train,8L48597
1,train,8L48598
1,train,8L48602
1,train,8L48607
1,train,8L48608
1,train,8L48609
1,train,8L48611
1,train,8L48651
1,train,8L48661
1,train,8L48662
1,train,8L48691
1,train,8L48692
1,train,8L48694
1,train,8L48695
1,train,8L49909
1,train,8L49910
1,train,8L49930
1,train,8L49934
1,train,8L49938
1,train,8L49957
1,train,8L49963
1,train,8L49974
1,train,8L49991
1,train,8L52202
1,train,8L52203
1,train,8L52205
1,train,8L52206
1,train,8L52207
1,train,8L52209
1,train,8L52210
1,train,8L52211
1,train,8L52212
1,train,8L52221
1,train,8L52223
1,train,8L52224
1,train,8L52228
1,train,8L52230
1,train,8L52231
1,train,8L52241
1,train,8L52243
1,train,8L52249
1,train,8L52284
1,train,8L52303
1,train,8L52305
1,train,8L52308
1,train,8L52310
1,train,8L52401
1,train,8L52404
1,train,8L52411
1,train,8L52415
1,train,8L52418
1,train,8L52420
1,train,8L52426
1,train,8L52428
1,train,8L52504
1,train,8L52527
1,train,8L52533
1,train,8L52534
1,train,8L52535
1,train,8L52550
1,train,8L52551
1,train,8L52552
1,train,8L52555
1,train,8L52574
1,train,8L52588
1,train,8L52590
1,train,8L52591
1,train,8L52592
1,train,8L52595
1,train,8L52596
1,train,8L52597
1,train,8L52598
1,train,8L52603
1,train,8L52619
1,train,8L52623
1,train,8L52624
1,train,8L52640
1,train,8L52680
1,train,8L52688
1,train,8L52695
1,train,8L52905
1,train,8L52909
1,train,8L52913
1,train,8L52920
1,train,8L52922
1,train,8L52931
1,train,8L52932
1,train,8L52934
1,train,8L52943
1,train,8L52954
1,train,8L52956
1,train,8L52961
1,train,8L52965
1,train,8L52967
1,train,8L52974
1,train,8L52978
1,train,8L57701
1,train,8L57729
1,train,8L57758
1,train,8L57791
1,train,8L57803
1,train,8L57814
1,train,8L57821
1,train,8L57826
1,train,8L57857
1,train,8L57858
1,train,8L57859
1,train,8L57872
1,train,8L57876
1,train,8L57882
1,train,8L57907
1,train,8L57916
1,train,8L57918
1,train,8L57927
1,train,8L64142
1,train,8L64148
1,train,8L64157
1,train,8L64169
1,train,8L64171
1,train,8L64173
1,train,8L64175
1,train,8L64176
1,train,8L64178
1,train,8L64182
1,train,8L64202
1,train,8L64206
1,train,8L64210
1,train,8L64212
1,train,8L64215
1,train,8L64256
1,train,8L64265
1,train,8L64266
1,train,8L64271
1,train,8L64280
1,train,8L64283
1,train,8L64286
1,train,8L64288
1,train,8L64291
1,train,8L64298
1,train,8L64327
1,train,8L64372
1,train,8L64373
1,train,8L64387
1,train,8L64397
1,train,8L64399
1,train,8L64400
1,train,8L64812
1,train,8L64813
1,train,8L64824
1,train,8L64825
1,train,8L64829
1,train,8L64836
1,train,8L64838
1,train,8L64839
1,train,8L64840
1,train,8L64849
1,train,8L64856
1,train,8L64862
1,train,8L64901
1,train,8L64902
1,train,8L64903
1,train,8L64915
1,train,8L64916
1,train,8L64922
1,train,8L64923
1,train,8L64933
1,train,8L64970
1,train,8L64981
1,train,8L64996
1,train,8L88307
1,train,8L89030
1,train,8L89202
1,train,8L89211
1,train,8L89230
1,train,8L89244
1,train,8L89254
1,train,8L89256
1,train,8L89259
1,train,8L89265
1,train,8L89266
1,train,8L89268
1,train,8L89269
1,train,8L89271
1,train,8L89273
1,train,8L89274
1,train,8L89276
1,train,8L89277
1,train,8L89282
1,train,8L89296
1,train,8L89298
1,train,8L89299
1,train,8L89312
1,train,8L89334
1,train,8L89335
1,train,8L89337
1,train,8L89352
1,train,8L89354
1,train,8L89358
1,train,8L89363
1,train,8L89365
1,train,8L89366
1,train,8L89371
1,train,8L89372
1,train,8L89376
1,train,8L89377
1,train,8L89379
1,train,8L89384
1,train,8L89386
1,train,8L89387
1,train,8L89388
1,train,8L89391
1,train,8L89394
1,train,8L89395
1,train,8L89399
1,train,8L89412
1,train,8L89423
1,train,8L89430
1,train,8L89432
1,train,8L89434
1,train,8L89460
1,train,8L89466
1,train,8L89467
1,train,8L89470
1,train,8L89471
1,train,8L89502
1,train,8L89503
1,train,8L89507
1,train,8L89508
1,train,8L89509
1,train,8L89514
1,train,8L89516
1,train,8L89517
1,train,8L89518
1,train,8L89519
1,train,8L89521
1,train,8L89525
1,train,8L89526
1,train,8L89537
1,train,8L89538
1,train,8L89613
1,train,8L89615
1,train,8L89622
1,train,8L89626
1,train,8L89634
1,train,8L89637
1,train,8L89639
1,train,8L89640
1,train,8L89641
1,train,8L89642
1,train,8L89644
1,train,8L89645
1,train,8L89646
1,train,8L89650
